municipio_codigo;municipio_nombre;sexo;nacionalidad;poblacion_empadronada
088;Montejo de la Sierra;Hombre;Unión Europea;176
088;Montejo de la Sierra;Mujer;Africa;1
088;Montejo de la Sierra;Mujer;América Central y del Caribe;0
088;Montejo de la Sierra;Mujer;América del Norte;0
088;Montejo de la Sierra;Mujer;América del Sur;2
088;Montejo de la Sierra;Mujer;Apátridas;0
088;Montejo de la Sierra;Mujer;Asia;0
088;Montejo de la Sierra;Mujer;Oceanía;0
088;Montejo de la Sierra;Mujer;Otros países de América;0
088;Montejo de la Sierra;Mujer;Resto de Europa;0
088;Montejo de la Sierra;Mujer;Unión Europea;172
089;Moraleja de Enmedio;Hombre;Africa;72
089;Moraleja de Enmedio;Hombre;América Central y del Caribe;3
089;Moraleja de Enmedio;Hombre;América del Norte;0
089;Moraleja de Enmedio;Hombre;América del Sur;20
089;Moraleja de Enmedio;Hombre;Apátridas;0
089;Moraleja de Enmedio;Hombre;Asia;5
089;Moraleja de Enmedio;Hombre;Oceanía;0
089;Moraleja de Enmedio;Hombre;Otros países de América;0
089;Moraleja de Enmedio;Hombre;Resto de Europa;3
089;Moraleja de Enmedio;Hombre;Unión Europea;2328
089;Moraleja de Enmedio;Mujer;Africa;47
089;Moraleja de Enmedio;Mujer;América Central y del Caribe;7
089;Moraleja de Enmedio;Mujer;América del Norte;1
089;Moraleja de Enmedio;Mujer;América del Sur;22
089;Moraleja de Enmedio;Mujer;Apátridas;0
089;Moraleja de Enmedio;Mujer;Asia;8
089;Moraleja de Enmedio;Mujer;Oceanía;1
089;Moraleja de Enmedio;Mujer;Otros países de América;0
089;Moraleja de Enmedio;Mujer;Resto de Europa;3
089;Moraleja de Enmedio;Mujer;Unión Europea;2350
090;Moralzarzal;Hombre;Africa;169
090;Moralzarzal;Hombre;América Central y del Caribe;10
090;Moralzarzal;Hombre;América del Norte;4
090;Moralzarzal;Hombre;América del Sur;53
090;Moralzarzal;Hombre;Apátridas;0
090;Moralzarzal;Hombre;Asia;25
090;Moralzarzal;Hombre;Oceanía;1
090;Moralzarzal;Hombre;Otros países de América;0
090;Moralzarzal;Hombre;Resto de Europa;20
090;Moralzarzal;Hombre;Unión Europea;5960
090;Moralzarzal;Mujer;Africa;121
090;Moralzarzal;Mujer;América Central y del Caribe;16
090;Moralzarzal;Mujer;América del Norte;4
090;Moralzarzal;Mujer;América del Sur;89
090;Moralzarzal;Mujer;Apátridas;0
090;Moralzarzal;Mujer;Asia;19
090;Moralzarzal;Mujer;Oceanía;0
090;Moralzarzal;Mujer;Otros países de América;0
090;Moralzarzal;Mujer;Resto de Europa;30
090;Moralzarzal;Mujer;Unión Europea;5975
091;Morata de Tajuña;Hombre;Africa;71
091;Morata de Tajuña;Hombre;América Central y del Caribe;6
091;Morata de Tajuña;Hombre;América del Norte;1
091;Morata de Tajuña;Hombre;América del Sur;67
091;Morata de Tajuña;Hombre;Apátridas;0
091;Morata de Tajuña;Hombre;Asia;20
091;Morata de Tajuña;Hombre;Oceanía;1
091;Morata de Tajuña;Hombre;Otros países de América;0
091;Morata de Tajuña;Hombre;Resto de Europa;14
091;Morata de Tajuña;Hombre;Unión Europea;3570
091;Morata de Tajuña;Mujer;Africa;71
091;Morata de Tajuña;Mujer;América Central y del Caribe;14
091;Morata de Tajuña;Mujer;América del Norte;6
091;Morata de Tajuña;Mujer;América del Sur;70
091;Morata de Tajuña;Mujer;Apátridas;0
091;Morata de Tajuña;Mujer;Asia;14
091;Morata de Tajuña;Mujer;Oceanía;0
091;Morata de Tajuña;Mujer;Otros países de América;0
091;Morata de Tajuña;Mujer;Resto de Europa;22
091;Morata de Tajuña;Mujer;Unión Europea;3535
092;Móstoles;Hombre;Africa;3363
092;Móstoles;Hombre;América Central y del Caribe;503
092;Móstoles;Hombre;América del Norte;67
092;Móstoles;Hombre;América del Sur;1793
092;Móstoles;Hombre;Apátridas;0
092;Móstoles;Hombre;Asia;837
092;Móstoles;Hombre;Oceanía;6
092;Móstoles;Hombre;Otros países de América;0
092;Móstoles;Hombre;Resto de Europa;1044
092;Móstoles;Hombre;Unión Europea;93258
092;Móstoles;Mujer;Africa;2437
092;Móstoles;Mujer;América Central y del Caribe;732
092;Móstoles;Mujer;América del Norte;75
092;Móstoles;Mujer;América del Sur;2267
092;Móstoles;Mujer;Apátridas;0
092;Móstoles;Mujer;Asia;763
092;Móstoles;Mujer;Oceanía;0
092;Móstoles;Mujer;Otros países de América;0
092;Móstoles;Mujer;Resto de Europa;1297
092;Móstoles;Mujer;Unión Europea;98147
093;Navacerrada;Hombre;Africa;47
093;Navacerrada;Hombre;América Central y del Caribe;5
093;Navacerrada;Hombre;América del Norte;1
093;Navacerrada;Hombre;América del Sur;20
093;Navacerrada;Hombre;Apátridas;0
093;Navacerrada;Hombre;Asia;4
093;Navacerrada;Hombre;Oceanía;0
093;Navacerrada;Hombre;Otros países de América;0
093;Navacerrada;Hombre;Resto de Europa;17
093;Navacerrada;Hombre;Unión Europea;1341
093;Navacerrada;Mujer;Africa;27
093;Navacerrada;Mujer;América Central y del Caribe;10
093;Navacerrada;Mujer;América del Norte;4
093;Navacerrada;Mujer;América del Sur;35
093;Navacerrada;Mujer;Apátridas;0
093;Navacerrada;Mujer;Asia;11
093;Navacerrada;Mujer;Oceanía;0
093;Navacerrada;Mujer;Otros países de América;0
093;Navacerrada;Mujer;Resto de Europa;18
093;Navacerrada;Mujer;Unión Europea;1354
094;Navalafuente;Hombre;Africa;36
094;Navalafuente;Hombre;América Central y del Caribe;1
094;Navalafuente;Hombre;América del Norte;2
094;Navalafuente;Hombre;América del Sur;20
094;Navalafuente;Hombre;Apátridas;0
094;Navalafuente;Hombre;Asia;0
094;Navalafuente;Hombre;Oceanía;0
094;Navalafuente;Hombre;Otros países de América;0
094;Navalafuente;Hombre;Resto de Europa;21
094;Navalafuente;Hombre;Unión Europea;600
094;Navalafuente;Mujer;Africa;38
094;Navalafuente;Mujer;América Central y del Caribe;2
094;Navalafuente;Mujer;América del Norte;0
094;Navalafuente;Mujer;América del Sur;24
094;Navalafuente;Mujer;Apátridas;0
094;Navalafuente;Mujer;Asia;0
094;Navalafuente;Mujer;Oceanía;0
094;Navalafuente;Mujer;Otros países de América;0
094;Navalafuente;Mujer;Resto de Europa;40
094;Navalafuente;Mujer;Unión Europea;556
095;Navalagamella;Hombre;Africa;126
095;Navalagamella;Hombre;América Central y del Caribe;2
095;Navalagamella;Hombre;América del Norte;1
095;Navalagamella;Hombre;América del Sur;26
095;Navalagamella;Hombre;Apátridas;0
095;Navalagamella;Hombre;Asia;3
095;Navalagamella;Hombre;Oceanía;1
095;Navalagamella;Hombre;Otros países de América;0
095;Navalagamella;Hombre;Resto de Europa;6
095;Navalagamella;Hombre;Unión Europea;1096
095;Navalagamella;Mujer;Africa;87
095;Navalagamella;Mujer;América Central y del Caribe;9
095;Navalagamella;Mujer;América del Norte;3
095;Navalagamella;Mujer;América del Sur;34
095;Navalagamella;Mujer;Apátridas;0
095;Navalagamella;Mujer;Asia;3
095;Navalagamella;Mujer;Oceanía;0
095;Navalagamella;Mujer;Otros países de América;0
095;Navalagamella;Mujer;Resto de Europa;6
095;Navalagamella;Mujer;Unión Europea;1040
096;Navalcarnero;Hombre;Africa;607
096;Navalcarnero;Hombre;América Central y del Caribe;37
096;Navalcarnero;Hombre;América del Norte;9
096;Navalcarnero;Hombre;América del Sur;234
096;Navalcarnero;Hombre;Apátridas;0
096;Navalcarnero;Hombre;Asia;74
096;Navalcarnero;Hombre;Oceanía;1
096;Navalcarnero;Hombre;Otros países de América;0
096;Navalcarnero;Hombre;Resto de Europa;47
096;Navalcarnero;Hombre;Unión Europea;12766
096;Navalcarnero;Mujer;Africa;513
096;Navalcarnero;Mujer;América Central y del Caribe;62
096;Navalcarnero;Mujer;América del Norte;8
096;Navalcarnero;Mujer;América del Sur;301
096;Navalcarnero;Mujer;Apátridas;0
096;Navalcarnero;Mujer;Asia;61
096;Navalcarnero;Mujer;Oceanía;1
096;Navalcarnero;Mujer;Otros países de América;0
096;Navalcarnero;Mujer;Resto de Europa;59
096;Navalcarnero;Mujer;Unión Europea;12790
097;Navarredonda y San Mamés;Hombre;Africa;0
097;Navarredonda y San Mamés;Hombre;América Central y del Caribe;0
097;Navarredonda y San Mamés;Hombre;América del Norte;0
097;Navarredonda y San Mamés;Hombre;América del Sur;1
097;Navarredonda y San Mamés;Hombre;Apátridas;0
097;Navarredonda y San Mamés;Hombre;Asia;0
097;Navarredonda y San Mamés;Hombre;Oceanía;0
097;Navarredonda y San Mamés;Hombre;Otros países de América;0
097;Navarredonda y San Mamés;Hombre;Resto de Europa;0
097;Navarredonda y San Mamés;Hombre;Unión Europea;83
097;Navarredonda y San Mamés;Mujer;Africa;0
097;Navarredonda y San Mamés;Mujer;América Central y del Caribe;0
097;Navarredonda y San Mamés;Mujer;América del Norte;0
097;Navarredonda y San Mamés;Mujer;América del Sur;0
097;Navarredonda y San Mamés;Mujer;Apátridas;0
097;Navarredonda y San Mamés;Mujer;Asia;0
097;Navarredonda y San Mamés;Mujer;Oceanía;0
097;Navarredonda y San Mamés;Mujer;Otros países de América;0
097;Navarredonda y San Mamés;Mujer;Resto de Europa;0
097;Navarredonda y San Mamés;Mujer;Unión Europea;47
099;Navas del Rey;Hombre;Africa;129
099;Navas del Rey;Hombre;América Central y del Caribe;3
099;Navas del Rey;Hombre;América del Norte;2
099;Navas del Rey;Hombre;América del Sur;35
099;Navas del Rey;Hombre;Apátridas;0
099;Navas del Rey;Hombre;Asia;5
099;Navas del Rey;Hombre;Oceanía;0
099;Navas del Rey;Hombre;Otros países de América;0
099;Navas del Rey;Hombre;Resto de Europa;2
099;Navas del Rey;Hombre;Unión Europea;1290
099;Navas del Rey;Mujer;Africa;112
099;Navas del Rey;Mujer;América Central y del Caribe;7
099;Navas del Rey;Mujer;América del Norte;0
099;Navas del Rey;Mujer;América del Sur;37
099;Navas del Rey;Mujer;Apátridas;0
099;Navas del Rey;Mujer;Asia;3
099;Navas del Rey;Mujer;Oceanía;0
099;Navas del Rey;Mujer;Otros países de América;0
099;Navas del Rey;Mujer;Resto de Europa;2
099;Navas del Rey;Mujer;Unión Europea;1124
100;Nuevo Baztán;Hombre;Africa;8
100;Nuevo Baztán;Hombre;América Central y del Caribe;7
100;Nuevo Baztán;Hombre;América del Norte;6
100;Nuevo Baztán;Hombre;América del Sur;45
100;Nuevo Baztán;Hombre;Apátridas;0
100;Nuevo Baztán;Hombre;Asia;22
100;Nuevo Baztán;Hombre;Oceanía;2
100;Nuevo Baztán;Hombre;Otros países de América;0
100;Nuevo Baztán;Hombre;Resto de Europa;3
100;Nuevo Baztán;Hombre;Unión Europea;3002
100;Nuevo Baztán;Mujer;Africa;4
100;Nuevo Baztán;Mujer;América Central y del Caribe;13
100;Nuevo Baztán;Mujer;América del Norte;9
100;Nuevo Baztán;Mujer;América del Sur;73
100;Nuevo Baztán;Mujer;Apátridas;0
100;Nuevo Baztán;Mujer;Asia;14
100;Nuevo Baztán;Mujer;Oceanía;1
100;Nuevo Baztán;Mujer;Otros países de América;0
100;Nuevo Baztán;Mujer;Resto de Europa;6
100;Nuevo Baztán;Mujer;Unión Europea;2876
101;Olmeda de las Fuentes;Hombre;Africa;1
101;Olmeda de las Fuentes;Hombre;América Central y del Caribe;0
101;Olmeda de las Fuentes;Hombre;América del Norte;1
101;Olmeda de las Fuentes;Hombre;América del Sur;0
101;Olmeda de las Fuentes;Hombre;Apátridas;0
101;Olmeda de las Fuentes;Hombre;Asia;0
101;Olmeda de las Fuentes;Hombre;Oceanía;0
101;Olmeda de las Fuentes;Hombre;Otros países de América;0
101;Olmeda de las Fuentes;Hombre;Resto de Europa;0
101;Olmeda de las Fuentes;Hombre;Unión Europea;171
101;Olmeda de las Fuentes;Mujer;Africa;0
101;Olmeda de las Fuentes;Mujer;América Central y del Caribe;0
101;Olmeda de las Fuentes;Mujer;América del Norte;1
101;Olmeda de las Fuentes;Mujer;América del Sur;2
101;Olmeda de las Fuentes;Mujer;Apátridas;0
101;Olmeda de las Fuentes;Mujer;Asia;0
101;Olmeda de las Fuentes;Mujer;Oceanía;0
101;Olmeda de las Fuentes;Mujer;Otros países de América;0
101;Olmeda de las Fuentes;Mujer;Resto de Europa;0
101;Olmeda de las Fuentes;Mujer;Unión Europea;156
102;Orusco de Tajuña;Hombre;Africa;6
102;Orusco de Tajuña;Hombre;América Central y del Caribe;2
102;Orusco de Tajuña;Hombre;América del Norte;0
102;Orusco de Tajuña;Hombre;América del Sur;7
102;Orusco de Tajuña;Hombre;Apátridas;0
102;Orusco de Tajuña;Hombre;Asia;1
102;Orusco de Tajuña;Hombre;Oceanía;0
102;Orusco de Tajuña;Hombre;Otros países de América;0
102;Orusco de Tajuña;Hombre;Resto de Europa;1
102;Orusco de Tajuña;Hombre;Unión Europea;595
102;Orusco de Tajuña;Mujer;Africa;9
102;Orusco de Tajuña;Mujer;América Central y del Caribe;1
102;Orusco de Tajuña;Mujer;América del Norte;0
102;Orusco de Tajuña;Mujer;América del Sur;8
102;Orusco de Tajuña;Mujer;Apátridas;0
102;Orusco de Tajuña;Mujer;Asia;0
102;Orusco de Tajuña;Mujer;Oceanía;0
102;Orusco de Tajuña;Mujer;Otros países de América;0
102;Orusco de Tajuña;Mujer;Resto de Europa;2
102;Orusco de Tajuña;Mujer;Unión Europea;586
104;Paracuellos de Jarama;Hombre;Africa;114
104;Paracuellos de Jarama;Hombre;América Central y del Caribe;26
104;Paracuellos de Jarama;Hombre;América del Norte;27
104;Paracuellos de Jarama;Hombre;América del Sur;209
104;Paracuellos de Jarama;Hombre;Apátridas;0
104;Paracuellos de Jarama;Hombre;Asia;59
104;Paracuellos de Jarama;Hombre;Oceanía;1
104;Paracuellos de Jarama;Hombre;Otros países de América;0
104;Paracuellos de Jarama;Hombre;Resto de Europa;30
104;Paracuellos de Jarama;Hombre;Unión Europea;11655
104;Paracuellos de Jarama;Mujer;Africa;96
104;Paracuellos de Jarama;Mujer;América Central y del Caribe;63
104;Paracuellos de Jarama;Mujer;América del Norte;36
104;Paracuellos de Jarama;Mujer;América del Sur;320
104;Paracuellos de Jarama;Mujer;Apátridas;1
104;Paracuellos de Jarama;Mujer;Asia;70
104;Paracuellos de Jarama;Mujer;Oceanía;1
104;Paracuellos de Jarama;Mujer;Otros países de América;0
104;Paracuellos de Jarama;Mujer;Resto de Europa;59
104;Paracuellos de Jarama;Mujer;Unión Europea;11138
106;Parla;Hombre;Africa;4350
106;Parla;Hombre;América Central y del Caribe;411
106;Parla;Hombre;América del Norte;16
106;Parla;Hombre;América del Sur;2036
106;Parla;Hombre;Apátridas;6
106;Parla;Hombre;Asia;2298
106;Parla;Hombre;Oceanía;1
106;Parla;Hombre;Otros países de América;0
106;Parla;Hombre;Resto de Europa;547
106;Parla;Hombre;Unión Europea;52970
106;Parla;Mujer;Africa;3571
106;Parla;Mujer;América Central y del Caribe;525
106;Parla;Mujer;América del Norte;38
106;Parla;Mujer;América del Sur;2172
106;Parla;Mujer;Apátridas;1
106;Parla;Mujer;Asia;1999
106;Parla;Mujer;Oceanía;0
106;Parla;Mujer;Otros países de América;0
106;Parla;Mujer;Resto de Europa;659
106;Parla;Mujer;Unión Europea;54298
107;Patones;Hombre;Africa;0
107;Patones;Hombre;América Central y del Caribe;0
107;Patones;Hombre;América del Norte;0
107;Patones;Hombre;América del Sur;2
107;Patones;Hombre;Apátridas;0
107;Patones;Hombre;Asia;0
107;Patones;Hombre;Oceanía;0
107;Patones;Hombre;Otros países de América;0
107;Patones;Hombre;Resto de Europa;1
107;Patones;Hombre;Unión Europea;259
107;Patones;Mujer;Africa;0
107;Patones;Mujer;América Central y del Caribe;2
107;Patones;Mujer;América del Norte;1
107;Patones;Mujer;América del Sur;1
107;Patones;Mujer;Apátridas;0
107;Patones;Mujer;Asia;0
107;Patones;Mujer;Oceanía;0
107;Patones;Mujer;Otros países de América;0
107;Patones;Mujer;Resto de Europa;0
107;Patones;Mujer;Unión Europea;287
108;Pedrezuela;Hombre;Africa;103
108;Pedrezuela;Hombre;América Central y del Caribe;11
108;Pedrezuela;Hombre;América del Norte;2
108;Pedrezuela;Hombre;América del Sur;61
108;Pedrezuela;Hombre;Apátridas;0
108;Pedrezuela;Hombre;Asia;12
108;Pedrezuela;Hombre;Oceanía;0
108;Pedrezuela;Hombre;Otros países de América;0
108;Pedrezuela;Hombre;Resto de Europa;20
108;Pedrezuela;Hombre;Unión Europea;2602
108;Pedrezuela;Mujer;Africa;96
108;Pedrezuela;Mujer;América Central y del Caribe;13
108;Pedrezuela;Mujer;América del Norte;6
108;Pedrezuela;Mujer;América del Sur;100
108;Pedrezuela;Mujer;Apátridas;0
108;Pedrezuela;Mujer;Asia;11
108;Pedrezuela;Mujer;Oceanía;1
108;Pedrezuela;Mujer;Otros países de América;0
108;Pedrezuela;Mujer;Resto de Europa;28
108;Pedrezuela;Mujer;Unión Europea;2547
109;Pelayos de la Presa;Hombre;Africa;131
109;Pelayos de la Presa;Hombre;América Central y del Caribe;6
109;Pelayos de la Presa;Hombre;América del Norte;0
109;Pelayos de la Presa;Hombre;América del Sur;65
109;Pelayos de la Presa;Hombre;Apátridas;0
109;Pelayos de la Presa;Hombre;Asia;8
109;Pelayos de la Presa;Hombre;Oceanía;0
109;Pelayos de la Presa;Hombre;Otros países de América;0
109;Pelayos de la Presa;Hombre;Resto de Europa;5
109;Pelayos de la Presa;Hombre;Unión Europea;1035
109;Pelayos de la Presa;Mujer;Africa;96
109;Pelayos de la Presa;Mujer;América Central y del Caribe;13
109;Pelayos de la Presa;Mujer;América del Norte;5
109;Pelayos de la Presa;Mujer;América del Sur;74
109;Pelayos de la Presa;Mujer;Apátridas;0
109;Pelayos de la Presa;Mujer;Asia;5
109;Pelayos de la Presa;Mujer;Oceanía;0
109;Pelayos de la Presa;Mujer;Otros países de América;0
109;Pelayos de la Presa;Mujer;Resto de Europa;9
109;Pelayos de la Presa;Mujer;Unión Europea;1016
110;Perales de Tajuña;Hombre;Africa;45
110;Perales de Tajuña;Hombre;América Central y del Caribe;6
110;Perales de Tajuña;Hombre;América del Norte;1
110;Perales de Tajuña;Hombre;América del Sur;12
110;Perales de Tajuña;Hombre;Apátridas;0
110;Perales de Tajuña;Hombre;Asia;6
110;Perales de Tajuña;Hombre;Oceanía;0
110;Perales de Tajuña;Hombre;Otros países de América;0
110;Perales de Tajuña;Hombre;Resto de Europa;10
110;Perales de Tajuña;Hombre;Unión Europea;1341
110;Perales de Tajuña;Mujer;Africa;40
110;Perales de Tajuña;Mujer;América Central y del Caribe;4
110;Perales de Tajuña;Mujer;América del Norte;1
110;Perales de Tajuña;Mujer;América del Sur;19
110;Perales de Tajuña;Mujer;Apátridas;0
110;Perales de Tajuña;Mujer;Asia;5
110;Perales de Tajuña;Mujer;Oceanía;0
110;Perales de Tajuña;Mujer;Otros países de América;0
110;Perales de Tajuña;Mujer;Resto de Europa;11
110;Perales de Tajuña;Mujer;Unión Europea;1316
111;Pezuela de las Torres;Hombre;Africa;0
111;Pezuela de las Torres;Hombre;América Central y del Caribe;0
111;Pezuela de las Torres;Hombre;América del Norte;2
111;Pezuela de las Torres;Hombre;América del Sur;5
111;Pezuela de las Torres;Hombre;Apátridas;0
111;Pezuela de las Torres;Hombre;Asia;1
111;Pezuela de las Torres;Hombre;Oceanía;0
111;Pezuela de las Torres;Hombre;Otros países de América;0
111;Pezuela de las Torres;Hombre;Resto de Europa;3
111;Pezuela de las Torres;Hombre;Unión Europea;415
111;Pezuela de las Torres;Mujer;Africa;0
111;Pezuela de las Torres;Mujer;América Central y del Caribe;0
111;Pezuela de las Torres;Mujer;América del Norte;2
111;Pezuela de las Torres;Mujer;América del Sur;2
111;Pezuela de las Torres;Mujer;Apátridas;0
111;Pezuela de las Torres;Mujer;Asia;1
111;Pezuela de las Torres;Mujer;Oceanía;0
111;Pezuela de las Torres;Mujer;Otros países de América;0
111;Pezuela de las Torres;Mujer;Resto de Europa;3
111;Pezuela de las Torres;Mujer;Unión Europea;382
112;Pinilla del Valle;Hombre;Africa;0
112;Pinilla del Valle;Hombre;América Central y del Caribe;0
112;Pinilla del Valle;Hombre;América del Norte;0
112;Pinilla del Valle;Hombre;América del Sur;1
112;Pinilla del Valle;Hombre;Apátridas;0
112;Pinilla del Valle;Hombre;Asia;0
112;Pinilla del Valle;Hombre;Oceanía;0
112;Pinilla del Valle;Hombre;Otros países de América;0
112;Pinilla del Valle;Hombre;Resto de Europa;0
112;Pinilla del Valle;Hombre;Unión Europea;105
112;Pinilla del Valle;Mujer;Africa;0
112;Pinilla del Valle;Mujer;América Central y del Caribe;0
112;Pinilla del Valle;Mujer;América del Norte;0
112;Pinilla del Valle;Mujer;América del Sur;0
112;Pinilla del Valle;Mujer;Apátridas;0
112;Pinilla del Valle;Mujer;Asia;0
112;Pinilla del Valle;Mujer;Oceanía;0
112;Pinilla del Valle;Mujer;Otros países de América;0
112;Pinilla del Valle;Mujer;Resto de Europa;0
112;Pinilla del Valle;Mujer;Unión Europea;79
113;Pinto;Hombre;Africa;412
113;Pinto;Hombre;América Central y del Caribe;94
113;Pinto;Hombre;América del Norte;12
113;Pinto;Hombre;América del Sur;519
113;Pinto;Hombre;Apátridas;0
113;Pinto;Hombre;Asia;351
113;Pinto;Hombre;Oceanía;2
113;Pinto;Hombre;Otros países de América;0
113;Pinto;Hombre;Resto de Europa;105
113;Pinto;Hombre;Unión Europea;23489
113;Pinto;Mujer;Africa;342
113;Pinto;Mujer;América Central y del Caribe;117
113;Pinto;Mujer;América del Norte;24
113;Pinto;Mujer;América del Sur;697
113;Pinto;Mujer;Apátridas;0
113;Pinto;Mujer;Asia;302
113;Pinto;Mujer;Oceanía;0
113;Pinto;Mujer;Otros países de América;0
113;Pinto;Mujer;Resto de Europa;137
113;Pinto;Mujer;Unión Europea;23839
114;Piñuecar-Gandullas;Hombre;Africa;1
114;Piñuecar-Gandullas;Hombre;América Central y del Caribe;0
114;Piñuecar-Gandullas;Hombre;América del Norte;0
114;Piñuecar-Gandullas;Hombre;América del Sur;1
114;Piñuecar-Gandullas;Hombre;Apátridas;0
114;Piñuecar-Gandullas;Hombre;Asia;0
114;Piñuecar-Gandullas;Hombre;Oceanía;0
114;Piñuecar-Gandullas;Hombre;Otros países de América;0
114;Piñuecar-Gandullas;Hombre;Resto de Europa;0
114;Piñuecar-Gandullas;Hombre;Unión Europea;93
114;Piñuecar-Gandullas;Mujer;Africa;4
114;Piñuecar-Gandullas;Mujer;América Central y del Caribe;1
114;Piñuecar-Gandullas;Mujer;América del Norte;0
114;Piñuecar-Gandullas;Mujer;América del Sur;0
114;Piñuecar-Gandullas;Mujer;Apátridas;0
114;Piñuecar-Gandullas;Mujer;Asia;0
114;Piñuecar-Gandullas;Mujer;Oceanía;0
114;Piñuecar-Gandullas;Mujer;Otros países de América;0
114;Piñuecar-Gandullas;Mujer;Resto de Europa;0
114;Piñuecar-Gandullas;Mujer;Unión Europea;83
115;Pozuelo de Alarcón;Hombre;Africa;326
115;Pozuelo de Alarcón;Hombre;América Central y del Caribe;183
115;Pozuelo de Alarcón;Hombre;América del Norte;164
115;Pozuelo de Alarcón;Hombre;América del Sur;493
115;Pozuelo de Alarcón;Hombre;Apátridas;0
115;Pozuelo de Alarcón;Hombre;Asia;288
115;Pozuelo de Alarcón;Hombre;Oceanía;5
115;Pozuelo de Alarcón;Hombre;Otros países de América;0
115;Pozuelo de Alarcón;Hombre;Resto de Europa;75
115;Pozuelo de Alarcón;Hombre;Unión Europea;39542
115;Pozuelo de Alarcón;Mujer;Africa;289
115;Pozuelo de Alarcón;Mujer;América Central y del Caribe;377
115;Pozuelo de Alarcón;Mujer;América del Norte;204
115;Pozuelo de Alarcón;Mujer;América del Sur;847
115;Pozuelo de Alarcón;Mujer;Apátridas;0
115;Pozuelo de Alarcón;Mujer;Asia;422
115;Pozuelo de Alarcón;Mujer;Oceanía;8
115;Pozuelo de Alarcón;Mujer;Otros países de América;0
115;Pozuelo de Alarcón;Mujer;Resto de Europa;157
115;Pozuelo de Alarcón;Mujer;Unión Europea;42225
116;Pozuelo del Rey;Hombre;Africa;5
116;Pozuelo del Rey;Hombre;América Central y del Caribe;2
116;Pozuelo del Rey;Hombre;América del Norte;3
116;Pozuelo del Rey;Hombre;América del Sur;11
116;Pozuelo del Rey;Hombre;Apátridas;0
116;Pozuelo del Rey;Hombre;Asia;0
116;Pozuelo del Rey;Hombre;Oceanía;0
116;Pozuelo del Rey;Hombre;Otros países de América;0
116;Pozuelo del Rey;Hombre;Resto de Europa;0
116;Pozuelo del Rey;Hombre;Unión Europea;556
116;Pozuelo del Rey;Mujer;Africa;5
116;Pozuelo del Rey;Mujer;América Central y del Caribe;1
116;Pozuelo del Rey;Mujer;América del Norte;3
116;Pozuelo del Rey;Mujer;América del Sur;9
116;Pozuelo del Rey;Mujer;Apátridas;0
116;Pozuelo del Rey;Mujer;Asia;0
116;Pozuelo del Rey;Mujer;Oceanía;0
116;Pozuelo del Rey;Mujer;Otros países de América;0
116;Pozuelo del Rey;Mujer;Resto de Europa;0
116;Pozuelo del Rey;Mujer;Unión Europea;504
117;Prádena del Rincón;Hombre;Africa;1
117;Prádena del Rincón;Hombre;América Central y del Caribe;1
117;Prádena del Rincón;Hombre;América del Norte;0
117;Prádena del Rincón;Hombre;América del Sur;0
117;Prádena del Rincón;Hombre;Apátridas;0
117;Prádena del Rincón;Hombre;Asia;0
117;Prádena del Rincón;Hombre;Oceanía;0
117;Prádena del Rincón;Hombre;Otros países de América;0
117;Prádena del Rincón;Hombre;Resto de Europa;0
117;Prádena del Rincón;Hombre;Unión Europea;71
117;Prádena del Rincón;Mujer;Africa;2
117;Prádena del Rincón;Mujer;América Central y del Caribe;0
117;Prádena del Rincón;Mujer;América del Norte;0
117;Prádena del Rincón;Mujer;América del Sur;0
117;Prádena del Rincón;Mujer;Apátridas;0
117;Prádena del Rincón;Mujer;Asia;0
117;Prádena del Rincón;Mujer;Oceanía;0
117;Prádena del Rincón;Mujer;Otros países de América;0
117;Prádena del Rincón;Mujer;Resto de Europa;0
117;Prádena del Rincón;Mujer;Unión Europea;57
118;Puebla de la Sierra;Hombre;Africa;0
118;Puebla de la Sierra;Hombre;América Central y del Caribe;0
118;Puebla de la Sierra;Hombre;América del Norte;0
118;Puebla de la Sierra;Hombre;América del Sur;0
118;Puebla de la Sierra;Hombre;Apátridas;0
118;Puebla de la Sierra;Hombre;Asia;0
118;Puebla de la Sierra;Hombre;Oceanía;0
118;Puebla de la Sierra;Hombre;Otros países de América;0
118;Puebla de la Sierra;Hombre;Resto de Europa;0
118;Puebla de la Sierra;Hombre;Unión Europea;37
118;Puebla de la Sierra;Mujer;Africa;0
118;Puebla de la Sierra;Mujer;América Central y del Caribe;0
118;Puebla de la Sierra;Mujer;América del Norte;0
118;Puebla de la Sierra;Mujer;América del Sur;0
118;Puebla de la Sierra;Mujer;Apátridas;0
118;Puebla de la Sierra;Mujer;Asia;0
118;Puebla de la Sierra;Mujer;Oceanía;0
118;Puebla de la Sierra;Mujer;Otros países de América;0
118;Puebla de la Sierra;Mujer;Resto de Europa;0
118;Puebla de la Sierra;Mujer;Unión Europea;24
902;Puentes Viejas;Hombre;Africa;3
902;Puentes Viejas;Hombre;América Central y del Caribe;1
902;Puentes Viejas;Hombre;América del Norte;0
902;Puentes Viejas;Hombre;América del Sur;3
902;Puentes Viejas;Hombre;Apátridas;0
902;Puentes Viejas;Hombre;Asia;1
902;Puentes Viejas;Hombre;Oceanía;0
902;Puentes Viejas;Hombre;Otros países de América;0
902;Puentes Viejas;Hombre;Resto de Europa;0
902;Puentes Viejas;Hombre;Unión Europea;337
