COUB,Country of birth,FBORN,Place of birth,EDU,Education level,LFS,Labour force status,SEX,Sex,COU,Country of residence,Value,Flag Codes,Flags
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,3,Inactive,1,Men,NLD,Netherlands,1112,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,3095,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,4276,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,2813,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,7089,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,1,Employed,2,Women,NLD,Netherlands,2604,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,1,Employed,1,Men,NLD,Netherlands,3307,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,5911,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,2,Unemployed,2,Women,NLD,Netherlands,198,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,2,Unemployed,1,Men,NLD,Netherlands,366,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,564,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3,Inactive,2,Women,NLD,Netherlands,3030,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3,Inactive,1,Men,NLD,Netherlands,2256,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,5286,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,5832,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,5929,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,11761,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,2,Women,NLD,Netherlands,88,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,1,Men,NLD,Netherlands,429,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,517,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,88,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,429,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,517,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,1,Employed,2,Women,NLD,Netherlands,1299,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,1,Employed,1,Men,NLD,Netherlands,1399,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,2698,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,2,Women,NLD,Netherlands,1994,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,1,Men,NLD,Netherlands,1380,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,3374,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,2,Women,NLD,Netherlands,1387,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,1,Men,NLD,Netherlands,381,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,1768,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,4680,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,3160,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,7840,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,2,Women,NLD,Netherlands,1387,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,1,Men,NLD,Netherlands,1828,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,3215,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,2,Women,NLD,Netherlands,1994,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,1,Men,NLD,Netherlands,1380,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,3374,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,2,Women,NLD,Netherlands,1387,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,1,Men,NLD,Netherlands,381,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,1768,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,4768,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,3589,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,8357,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,1,Employed,2,Women,NLD,Netherlands,13062,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,1,Employed,1,Men,NLD,Netherlands,15807,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,28869,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,2,Unemployed,2,Women,NLD,Netherlands,501,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,2,Unemployed,1,Men,NLD,Netherlands,740,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,1241,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,3,Inactive,2,Women,NLD,Netherlands,5769,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,3,Inactive,1,Men,NLD,Netherlands,4411,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,10180,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,19332,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,20958,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,40290,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,1,Employed,2,Women,NLD,Netherlands,5769,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,1,Employed,1,Men,NLD,Netherlands,5872,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,11641,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,2,Unemployed,2,Women,NLD,Netherlands,3391,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,2,Unemployed,1,Men,NLD,Netherlands,5161,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,8552,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,3,Inactive,2,Women,NLD,Netherlands,8918,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,3,Inactive,1,Men,NLD,Netherlands,4214,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,13132,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,18078,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,15247,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,33325,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,1,Employed,2,Women,NLD,Netherlands,18831,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,1,Employed,1,Men,NLD,Netherlands,21679,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,40510,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,2,Unemployed,2,Women,NLD,Netherlands,3892,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,2,Unemployed,1,Men,NLD,Netherlands,5901,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,9793,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3,Inactive,2,Women,NLD,Netherlands,14687,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3,Inactive,1,Men,NLD,Netherlands,8625,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,23312,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,37410,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,36205,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,73615,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,1,Employed,2,Women,NLD,Netherlands,683,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,1,Employed,1,Men,NLD,Netherlands,731,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,1414,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,3,Inactive,2,Women,NLD,Netherlands,480,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,3,Inactive,1,Men,NLD,Netherlands,62,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,542,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,1163,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,793,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,1956,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,1,Employed,2,Women,NLD,Netherlands,129788,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,1,Employed,1,Men,NLD,Netherlands,152329,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,282117,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,2,Unemployed,2,Women,NLD,Netherlands,7565,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,2,Unemployed,1,Men,NLD,Netherlands,7397,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,14962,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,3,Inactive,2,Women,NLD,Netherlands,97263,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,3,Inactive,1,Men,NLD,Netherlands,50699,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,147962,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,234616,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,210425,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,445041,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,1,Employed,2,Women,NLD,Netherlands,1422453,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,1,Employed,1,Men,NLD,Netherlands,1832045,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,3254498,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,2,Unemployed,2,Women,NLD,Netherlands,41614,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,2,Unemployed,1,Men,NLD,Netherlands,29333,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,70947,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,3,Inactive,2,Women,NLD,Netherlands,692886,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,3,Inactive,1,Men,NLD,Netherlands,531965,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,1224851,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,2156953,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,2393343,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,4550296,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,1,Employed,2,Women,NLD,Netherlands,1552924,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,1,Employed,1,Men,NLD,Netherlands,1985105,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,3538029,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,2,Unemployed,2,Women,NLD,Netherlands,49179,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,2,Unemployed,1,Men,NLD,Netherlands,36730,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,85909,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,3,Inactive,2,Women,NLD,Netherlands,790629,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,3,Inactive,1,Men,NLD,Netherlands,582726,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,1373355,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,2392732,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,2604561,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,4997293,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,1,Employed,2,Women,NLD,Netherlands,11782,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,1,Employed,1,Men,NLD,Netherlands,12712,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,24494,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,2,Unemployed,2,Women,NLD,Netherlands,501,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,2,Unemployed,1,Men,NLD,Netherlands,703,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,1204,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,3,Inactive,2,Women,NLD,Netherlands,4242,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,3,Inactive,1,Men,NLD,Netherlands,3205,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,7447,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,16525,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,16620,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,33145,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,1,Employed,2,Women,NLD,Netherlands,1980,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,1,Employed,1,Men,NLD,Netherlands,2717,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,4697,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,2,Unemployed,2,Women,NLD,Netherlands,460,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,2,Unemployed,1,Men,NLD,Netherlands,153,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,613,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,3,Inactive,2,Women,NLD,Netherlands,4347,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,3,Inactive,1,Men,NLD,Netherlands,3695,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,8042,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,6787,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,6565,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,13352,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,1,Employed,2,Women,NLD,Netherlands,10598,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,1,Employed,1,Men,NLD,Netherlands,14539,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,25137,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,2,Unemployed,2,Women,NLD,Netherlands,1585,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,2,Unemployed,1,Men,NLD,Netherlands,1206,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,2791,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,3,Inactive,2,Women,NLD,Netherlands,23532,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,3,Inactive,1,Men,NLD,Netherlands,26047,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,49579,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,35715,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,41792,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,77507,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,1,Employed,2,Women,NLD,Netherlands,24360,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,1,Employed,1,Men,NLD,Netherlands,29968,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,54328,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,2,Unemployed,2,Women,NLD,Netherlands,2546,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,2,Unemployed,1,Men,NLD,Netherlands,2062,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,4608,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,3,Inactive,2,Women,NLD,Netherlands,32121,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,3,Inactive,1,Men,NLD,Netherlands,32947,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,65068,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,59027,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,64977,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,124004,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,1,Employed,2,Women,NLD,Netherlands,509,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,1,Employed,1,Men,NLD,Netherlands,1935,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,2444,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,2,Unemployed,1,Men,NLD,Netherlands,37,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,37,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,3,Inactive,2,Women,NLD,Netherlands,1047,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,3,Inactive,1,Men,NLD,Netherlands,1144,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,2191,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,1556,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,3116,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,4672,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,1,Employed,2,Women,NLD,Netherlands,112198,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,1,Employed,1,Men,NLD,Netherlands,174512,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,1,Employed,ALL_SEX,Men and women,NLD,Netherlands,286710,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,2,Unemployed,2,Women,NLD,Netherlands,12199,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,2,Unemployed,1,Men,NLD,Netherlands,18504,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,2,Unemployed,ALL_SEX,Men and women,NLD,Netherlands,30703,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,3,Inactive,2,Women,NLD,Netherlands,240152,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,3,Inactive,1,Men,NLD,Netherlands,134142,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,3,Inactive,ALL_SEX,Men and women,NLD,Netherlands,374294,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,2,Women,NLD,Netherlands,364549,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,1,Men,NLD,Netherlands,327158,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,ALL_LFS,All labour force status,ALL_SEX,Men and women,NLD,Netherlands,691707,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,1,Employed,2,Women,NLD,Netherlands,872801,,
