COUB,Country of birth,FBORN,Place of birth,EDU,Education level,AGE,Age,SEX,Sex,COU,Country of residence,Value,Flag Codes,Flags
ASIA,Asia,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,88056,,
EURO,Europe,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,40969,,
EURO,Europe,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,84682,,
EURO,Europe,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,125651,,
EURO,Europe,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,40969,,
EURO,Europe,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,84682,,
EURO,Europe,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,125651,,
EURO,Europe,1,Foreign-born,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,58746,,
EURO,Europe,1,Foreign-born,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,43725,,
EURO,Europe,1,Foreign-born,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,102471,,
EURO,Europe,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,58746,,
EURO,Europe,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,43725,,
EURO,Europe,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,102471,,
EURO,Europe,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,174781,,
EURO,Europe,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,125700,,
EURO,Europe,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,300481,,
EURO,Europe,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,174781,,
EURO,Europe,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,125700,,
EURO,Europe,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,300481,,
EURO,Europe,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,19466,,
EURO,Europe,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,24288,,
EURO,Europe,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,43754,,
EURO,Europe,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,19466,,
EURO,Europe,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,24288,,
EURO,Europe,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,43754,,
EURO,Europe,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,293962,,
EURO,Europe,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,278395,,
EURO,Europe,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,572357,,
EURO,Europe,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,293962,,
EURO,Europe,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,278395,,
EURO,Europe,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,572357,,
NOAM,North America,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,748,,
NOAM,North America,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,1061,,
NOAM,North America,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,1809,,
NOAM,North America,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,748,,
NOAM,North America,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,1061,,
NOAM,North America,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,1809,,
NOAM,North America,1,Foreign-born,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,532,,
NOAM,North America,1,Foreign-born,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,441,,
NOAM,North America,1,Foreign-born,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,973,,
NOAM,North America,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,532,,
NOAM,North America,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,441,,
NOAM,North America,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,973,,
NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,815,,
NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,588,,
NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,1403,,
NOAM,North America,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,815,,
NOAM,North America,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,588,,
NOAM,North America,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,1403,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,765,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,1144,,
NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,1909,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,765,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,1144,,
NOAM,North America,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,1909,,
NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,2860,,
NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,3234,,
NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,6094,,
NOAM,North America,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,2860,,
NOAM,North America,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,3234,,
NOAM,North America,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,6094,,
OCEA,Oceania,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,2462,,
OCEA,Oceania,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,4117,,
OCEA,Oceania,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,6579,,
OCEA,Oceania,0,Native-born,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,70946,,
OCEA,Oceania,0,Native-born,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,160044,,
OCEA,Oceania,0,Native-born,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,230990,,
OCEA,Oceania,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,73408,,
OCEA,Oceania,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,164161,,
OCEA,Oceania,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,237569,,
OCEA,Oceania,1,Foreign-born,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,3177,,
OCEA,Oceania,1,Foreign-born,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,1919,,
OCEA,Oceania,1,Foreign-born,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,5096,,
OCEA,Oceania,0,Native-born,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,178087,,
OCEA,Oceania,0,Native-born,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,89711,,
OCEA,Oceania,0,Native-born,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,267798,,
OCEA,Oceania,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,181264,,
OCEA,Oceania,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,91630,,
OCEA,Oceania,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,272894,,
OCEA,Oceania,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,7007,,
OCEA,Oceania,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,4245,,
OCEA,Oceania,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,11252,,
OCEA,Oceania,0,Native-born,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,543777,,
OCEA,Oceania,0,Native-born,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,308330,,
OCEA,Oceania,0,Native-born,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,852107,,
OCEA,Oceania,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,550784,,
OCEA,Oceania,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,312575,,
OCEA,Oceania,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,863359,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,1977,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,2350,,
OCEA,Oceania,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,4327,,
OCEA,Oceania,0,Native-born,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,64621,,
OCEA,Oceania,0,Native-born,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,69909,,
OCEA,Oceania,0,Native-born,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,134530,,
OCEA,Oceania,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,66598,,
OCEA,Oceania,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,72259,,
OCEA,Oceania,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,138857,,
OCEA,Oceania,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,14623,,
OCEA,Oceania,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,12631,,
OCEA,Oceania,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,27254,,
OCEA,Oceania,0,Native-born,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,857431,,
OCEA,Oceania,0,Native-born,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,627994,,
OCEA,Oceania,0,Native-born,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,1485425,,
OCEA,Oceania,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,872054,,
OCEA,Oceania,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,640625,,
OCEA,Oceania,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,1512679,,
SCAC,South and Central America and Caribbean,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,662,,
SCAC,South and Central America and Caribbean,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,814,,
SCAC,South and Central America and Caribbean,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,1476,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,662,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,814,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,1476,,
SCAC,South and Central America and Caribbean,1,Foreign-born,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,573,,
SCAC,South and Central America and Caribbean,1,Foreign-born,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,375,,
SCAC,South and Central America and Caribbean,1,Foreign-born,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,948,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,573,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,375,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,948,,
SCAC,South and Central America and Caribbean,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,1903,,
SCAC,South and Central America and Caribbean,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,886,,
SCAC,South and Central America and Caribbean,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,2789,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,1903,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,886,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,2789,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,262,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,274,,
SCAC,South and Central America and Caribbean,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,536,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,262,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,274,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,536,,
SCAC,South and Central America and Caribbean,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,3400,,
SCAC,South and Central America and Caribbean,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,2349,,
SCAC,South and Central America and Caribbean,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,5749,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,3400,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,2349,,
SCAC,South and Central America and Caribbean,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,5749,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,3692,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,7293,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,10985,,
OTHER,Other and unknown places of birth,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,22,,
OTHER,Other and unknown places of birth,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,27,,
OTHER,Other and unknown places of birth,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,49,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,3714,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,7320,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,11034,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,67361,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,46000,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,113361,,
OTHER,Other and unknown places of birth,1,Foreign-born,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,14,,
OTHER,Other and unknown places of birth,1,Foreign-born,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,17,,
OTHER,Other and unknown places of birth,1,Foreign-born,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,31,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,67375,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,46017,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,113392,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,22419,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,14511,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,36930,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,15,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,22,,
OTHER,Other and unknown places of birth,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,37,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,22434,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,14533,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,36967,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,2020,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,1999,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,4019,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,33,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,43,,
OTHER,Other and unknown places of birth,1,Foreign-born,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,76,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,2,Women,AUS,Australia,2053,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,1,Men,AUS,Australia,2042,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,4095,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,95492,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,69803,,
OTHER,Other and unknown places of birth,99,Unknown place of birth,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,165295,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,84,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,109,,
OTHER,Other and unknown places of birth,1,Foreign-born,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,193,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,2,Women,AUS,Australia,95576,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,1,Men,AUS,Australia,69912,,
OTHER,Other and unknown places of birth,ALL_FBORN,All places of birth,ALL_EDU,All levels of education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,165488,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,3692,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,7293,,
ALL_COUB,All countries of birth,99,Unknown place of birth,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,10985,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,55463,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,104377,,
ALL_COUB,All countries of birth,1,Foreign-born,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,159840,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,70946,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,160044,,
ALL_COUB,All countries of birth,0,Native-born,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,230990,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,2,Women,AUS,Australia,130101,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,1,Men,AUS,Australia,271714,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,2,ISCED 3/4,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,401815,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,67361,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,46000,,
ALL_COUB,All countries of birth,99,Unknown place of birth,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,113361,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,72302,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,52258,,
ALL_COUB,All countries of birth,1,Foreign-born,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,124560,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,178087,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,89711,,
ALL_COUB,All countries of birth,0,Native-born,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,267798,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,2,Women,AUS,Australia,317750,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,1,Men,AUS,Australia,187969,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,99,Unknown education,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,505719,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,22419,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,14511,,
ALL_COUB,All countries of birth,99,Unknown place of birth,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,36930,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,218186,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,150036,,
ALL_COUB,All countries of birth,1,Foreign-born,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,368222,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,11_12,65+ years,2,Women,AUS,Australia,543777,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,11_12,65+ years,1,Men,AUS,Australia,308330,,
ALL_COUB,All countries of birth,0,Native-born,1,ISCED 0/1/2,11_12,65+ years,ALL_SEX,Men and women,AUS,Australia,852107,,
