COUB,Country of birth,FBORN,Place of birth,EDU,Education level,LFS,Labour force status,FSTUDY,Field of study,COU,Country of residence,Value,Flag Codes,Flags
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,1,General Programme,IRL,Ireland,5925,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,1,General Programme,IRL,Ireland,46242,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,1,General Programme,IRL,Ireland,162642,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,2,Education,IRL,Ireland,28626,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,2,Education,IRL,Ireland,471,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,2,Education,IRL,Ireland,9570,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,2,Education,IRL,Ireland,38667,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,3,Art And Humanities,IRL,Ireland,42216,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,3,Art And Humanities,IRL,Ireland,2898,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,3,Art And Humanities,IRL,Ireland,15861,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,3,Art And Humanities,IRL,Ireland,60975,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,4,Social Sciences, Business And Law,IRL,Ireland,81792,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,4,Social Sciences, Business And Law,IRL,Ireland,3015,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,4,Social Sciences, Business And Law,IRL,Ireland,15543,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,IRL,Ireland,100350,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,5,Science,IRL,Ireland,57405,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,5,Science,IRL,Ireland,3411,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,5,Science,IRL,Ireland,13233,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,5,Science,IRL,Ireland,74049,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,6,Engineering, Manufacturing And Construction,IRL,Ireland,47121,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,6,Engineering, Manufacturing And Construction,IRL,Ireland,1989,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,6,Engineering, Manufacturing And Construction,IRL,Ireland,7188,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,IRL,Ireland,56298,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,7,Agriculture,IRL,Ireland,10629,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,7,Agriculture,IRL,Ireland,297,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,7,Agriculture,IRL,Ireland,2103,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,7,Agriculture,IRL,Ireland,13029,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,8,Health And Welfare,IRL,Ireland,45792,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,8,Health And Welfare,IRL,Ireland,828,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,8,Health And Welfare,IRL,Ireland,14508,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,8,Health And Welfare,IRL,Ireland,61128,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,9,Services,IRL,Ireland,19554,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,9,Services,IRL,Ireland,930,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,9,Services,IRL,Ireland,4296,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,9,Services,IRL,Ireland,24780,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,99,Unknown,IRL,Ireland,94365,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,99,Unknown,IRL,Ireland,4005,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,99,Unknown,IRL,Ireland,22779,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,99,Unknown,IRL,Ireland,121149,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,1,Employed,ALL_FSTUDY,All fields of study,IRL,Ireland,537975,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,2,Unemployed,ALL_FSTUDY,All fields of study,IRL,Ireland,23769,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,3,Inactive,ALL_FSTUDY,All fields of study,IRL,Ireland,151323,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,3_4,ISCED 5/6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,IRL,Ireland,713067,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,1,General Programme,IRL,Ireland,114,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,2,Unemployed,1,General Programme,IRL,Ireland,18,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,3,Inactive,1,General Programme,IRL,Ireland,42,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,1,General Programme,IRL,Ireland,174,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,2,Education,IRL,Ireland,15,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,3,Inactive,2,Education,IRL,Ireland,6,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,2,Education,IRL,Ireland,21,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,3,Art And Humanities,IRL,Ireland,432,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,2,Unemployed,3,Art And Humanities,IRL,Ireland,21,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,3,Inactive,3,Art And Humanities,IRL,Ireland,102,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,3,Art And Humanities,IRL,Ireland,555,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,4,Social Sciences, Business And Law,IRL,Ireland,228,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,2,Unemployed,4,Social Sciences, Business And Law,IRL,Ireland,15,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,3,Inactive,4,Social Sciences, Business And Law,IRL,Ireland,51,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,IRL,Ireland,294,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,5,Science,IRL,Ireland,1089,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,2,Unemployed,5,Science,IRL,Ireland,39,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,3,Inactive,5,Science,IRL,Ireland,159,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,5,Science,IRL,Ireland,1287,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,6,Engineering, Manufacturing And Construction,IRL,Ireland,189,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,2,Unemployed,6,Engineering, Manufacturing And Construction,IRL,Ireland,6,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,3,Inactive,6,Engineering, Manufacturing And Construction,IRL,Ireland,27,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,IRL,Ireland,222,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,7,Agriculture,IRL,Ireland,69,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,3,Inactive,7,Agriculture,IRL,Ireland,18,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,7,Agriculture,IRL,Ireland,87,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,8,Health And Welfare,IRL,Ireland,258,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,2,Unemployed,8,Health And Welfare,IRL,Ireland,6,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,3,Inactive,8,Health And Welfare,IRL,Ireland,90,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,8,Health And Welfare,IRL,Ireland,354,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,9,Services,IRL,Ireland,15,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,9,Services,IRL,Ireland,15,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,99,Unknown,IRL,Ireland,492,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,2,Unemployed,99,Unknown,IRL,Ireland,21,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,3,Inactive,99,Unknown,IRL,Ireland,132,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,99,Unknown,IRL,Ireland,645,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,1,Employed,ALL_FSTUDY,All fields of study,IRL,Ireland,2901,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,2,Unemployed,ALL_FSTUDY,All fields of study,IRL,Ireland,126,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,3,Inactive,ALL_FSTUDY,All fields of study,IRL,Ireland,627,,
ALL_COUB,All countries of birth,1,Foreign-born,4,ISCED 6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,IRL,Ireland,3654,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,1,General Programme,IRL,Ireland,144,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,2,Unemployed,1,General Programme,IRL,Ireland,6,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,1,General Programme,IRL,Ireland,105,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,1,General Programme,IRL,Ireland,255,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,2,Education,IRL,Ireland,75,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,2,Education,IRL,Ireland,24,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,2,Education,IRL,Ireland,99,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,3,Art And Humanities,IRL,Ireland,633,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,2,Unemployed,3,Art And Humanities,IRL,Ireland,18,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,3,Art And Humanities,IRL,Ireland,144,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,3,Art And Humanities,IRL,Ireland,795,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,4,Social Sciences, Business And Law,IRL,Ireland,414,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,2,Unemployed,4,Social Sciences, Business And Law,IRL,Ireland,6,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,4,Social Sciences, Business And Law,IRL,Ireland,42,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,IRL,Ireland,462,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,5,Science,IRL,Ireland,2349,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,2,Unemployed,5,Science,IRL,Ireland,60,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,5,Science,IRL,Ireland,294,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,5,Science,IRL,Ireland,2703,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,6,Engineering, Manufacturing And Construction,IRL,Ireland,330,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,2,Unemployed,6,Engineering, Manufacturing And Construction,IRL,Ireland,6,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,6,Engineering, Manufacturing And Construction,IRL,Ireland,27,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,IRL,Ireland,363,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,7,Agriculture,IRL,Ireland,171,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,2,Unemployed,7,Agriculture,IRL,Ireland,3,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,7,Agriculture,IRL,Ireland,45,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,7,Agriculture,IRL,Ireland,219,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,8,Health And Welfare,IRL,Ireland,441,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,2,Unemployed,8,Health And Welfare,IRL,Ireland,3,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,8,Health And Welfare,IRL,Ireland,93,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,8,Health And Welfare,IRL,Ireland,537,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,9,Services,IRL,Ireland,15,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,9,Services,IRL,Ireland,6,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,9,Services,IRL,Ireland,21,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,99,Unknown,IRL,Ireland,993,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,2,Unemployed,99,Unknown,IRL,Ireland,21,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,99,Unknown,IRL,Ireland,258,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,99,Unknown,IRL,Ireland,1272,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,1,Employed,ALL_FSTUDY,All fields of study,IRL,Ireland,5565,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,2,Unemployed,ALL_FSTUDY,All fields of study,IRL,Ireland,123,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,3,Inactive,ALL_FSTUDY,All fields of study,IRL,Ireland,1038,,
ALL_COUB,All countries of birth,0,Native-born,4,ISCED 6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,IRL,Ireland,6726,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,1,General Programme,IRL,Ireland,258,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,1,General Programme,IRL,Ireland,24,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,1,General Programme,IRL,Ireland,147,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,1,General Programme,IRL,Ireland,429,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,2,Education,IRL,Ireland,90,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,2,Education,IRL,Ireland,30,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,2,Education,IRL,Ireland,120,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,3,Art And Humanities,IRL,Ireland,1065,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,3,Art And Humanities,IRL,Ireland,39,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,3,Art And Humanities,IRL,Ireland,246,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,3,Art And Humanities,IRL,Ireland,1350,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,4,Social Sciences, Business And Law,IRL,Ireland,642,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,4,Social Sciences, Business And Law,IRL,Ireland,21,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,4,Social Sciences, Business And Law,IRL,Ireland,93,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,IRL,Ireland,756,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,5,Science,IRL,Ireland,3438,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,5,Science,IRL,Ireland,99,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,5,Science,IRL,Ireland,453,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,5,Science,IRL,Ireland,3990,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,6,Engineering, Manufacturing And Construction,IRL,Ireland,519,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,6,Engineering, Manufacturing And Construction,IRL,Ireland,12,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,6,Engineering, Manufacturing And Construction,IRL,Ireland,54,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,IRL,Ireland,585,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,7,Agriculture,IRL,Ireland,240,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,7,Agriculture,IRL,Ireland,3,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,7,Agriculture,IRL,Ireland,63,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,7,Agriculture,IRL,Ireland,306,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,8,Health And Welfare,IRL,Ireland,699,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,8,Health And Welfare,IRL,Ireland,9,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,8,Health And Welfare,IRL,Ireland,183,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,8,Health And Welfare,IRL,Ireland,891,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,9,Services,IRL,Ireland,30,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,9,Services,IRL,Ireland,6,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,9,Services,IRL,Ireland,36,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,99,Unknown,IRL,Ireland,1485,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,99,Unknown,IRL,Ireland,42,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,99,Unknown,IRL,Ireland,390,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,99,Unknown,IRL,Ireland,1917,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,1,Employed,ALL_FSTUDY,All fields of study,IRL,Ireland,8466,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,2,Unemployed,ALL_FSTUDY,All fields of study,IRL,Ireland,249,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,3,Inactive,ALL_FSTUDY,All fields of study,IRL,Ireland,1665,,
ALL_COUB,All countries of birth,ALL_FBORN,All places of birth,4,ISCED 6,ALL_LFS,All labour force status,ALL_FSTUDY,All fields of study,IRL,Ireland,10380,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,1,Employed,1,General Programme,IRL,Ireland,15930,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,2,Unemployed,1,General Programme,IRL,Ireland,1638,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,3,Inactive,1,General Programme,IRL,Ireland,7059,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,1,General Programme,IRL,Ireland,24627,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,1,Employed,2,Education,IRL,Ireland,3030,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,2,Unemployed,2,Education,IRL,Ireland,216,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,3,Inactive,2,Education,IRL,Ireland,1566,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,2,Education,IRL,Ireland,4812,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,1,Employed,3,Art And Humanities,IRL,Ireland,9423,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,2,Unemployed,3,Art And Humanities,IRL,Ireland,873,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,3,Inactive,3,Art And Humanities,IRL,Ireland,3942,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,3,Art And Humanities,IRL,Ireland,14238,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,1,Employed,4,Social Sciences, Business And Law,IRL,Ireland,12777,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,2,Unemployed,4,Social Sciences, Business And Law,IRL,Ireland,1026,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,3,Inactive,4,Social Sciences, Business And Law,IRL,Ireland,3309,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,4,Social Sciences, Business And Law,IRL,Ireland,17112,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,1,Employed,5,Science,IRL,Ireland,9021,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,2,Unemployed,5,Science,IRL,Ireland,885,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,3,Inactive,5,Science,IRL,Ireland,2628,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,5,Science,IRL,Ireland,12534,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,1,Employed,6,Engineering, Manufacturing And Construction,IRL,Ireland,8736,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,2,Unemployed,6,Engineering, Manufacturing And Construction,IRL,Ireland,630,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,3,Inactive,6,Engineering, Manufacturing And Construction,IRL,Ireland,1533,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,6,Engineering, Manufacturing And Construction,IRL,Ireland,10899,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,1,Employed,7,Agriculture,IRL,Ireland,1230,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,2,Unemployed,7,Agriculture,IRL,Ireland,84,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,3,Inactive,7,Agriculture,IRL,Ireland,372,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,7,Agriculture,IRL,Ireland,1686,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,1,Employed,8,Health And Welfare,IRL,Ireland,9645,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,2,Unemployed,8,Health And Welfare,IRL,Ireland,453,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,3,Inactive,8,Health And Welfare,IRL,Ireland,2883,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,8,Health And Welfare,IRL,Ireland,12981,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,1,Employed,9,Services,IRL,Ireland,3669,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,2,Unemployed,9,Services,IRL,Ireland,216,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,3,Inactive,9,Services,IRL,Ireland,906,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,ALL_LFS,All labour force status,9,Services,IRL,Ireland,4791,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,1,Employed,99,Unknown,IRL,Ireland,15159,,
ALL_COUB,All countries of birth,1,Foreign-born,3,ISCED 5,2,Unemployed,99,Unknown,IRL,Ireland,1275,,
